order,family,species,synonyms,common_names,Phytogeographic_domains,countries,realm,redlistCategory,yearPublished_IUCN,habitats_categories,populationTrend,density_n_km2_Soria_et_al_2021,Endemic_BR,Restricted_Range,dispersal_km,home_range,adult_body_length_mm,Weight_min_g,Weight_max_g,Weight_mean_g,diet_invert,diet_vert_endoterm,diet_vert_ectoterm,diet_vfish,diet_scavenger,diet_fruit,diet_nect,diet_seed,diet_plant_other,diet_gumivore,foraging_stratum,Potential_to_provide_services,cultural_service_charismatic_species,Ref_cultural_service,ecotourism,Ref_ecotourism,carrion_control,carrion_control_low_potential,Ref_carrion_control,pollination,pollination_low_potential,Ref_pollination,top_down_regulation,top_down_regulation_low_potential,Ref_top_down_regulation,seed_dispersal,seed_dispersal_low_potential,Ref_seed_dispersal,pest_and_disease_control,pest_and_disease_control_low_potential,Ref_pest_and_disease_control,nutrient_transporting_horizontal,nutrient_transporting_horizontal,nutrient_transporting_vertical,Ref_nutrient_transporting_vertical,nutrient_transporting_horizontal_and_vertical,nutrient_transporting_horizontal_and_vertical_low_potential,ecosystem_engineering,ecosystem_engineering_low_potential,Ref_ecosystem_engineering,rodent_control,rodent_control_low_potential,Ref_rodent_control,disease_sentinelling,disease_sentinelling_low_potential,Ref_disease_sentinelling,Provide_at_least_one_service,Number_of_services_provided
RODENTIA,DASYPROCTIDAE,Dasyprocta leporina,Dasyprocta cristata,Red-rumped Agouti,"Am, MA","Guyana, Grenada, Venezuela, Bolivarian Republic of, Suriname, Brazil, Virgin Islands, U.S., French Guiana, Dominica",Neotropical,Least Concern,2016,"Forest - Subtropical/Tropical Moist Lowland, Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest",Stable,18,0,0,1.9,NA,608,3000,8000,5500,10,0,0,0,0,40,0,0,50,0,ground_level,1,1,Expert knowledge,1,https://www.museu-goeldi.br/noticias/cutia-a-pequena-notavel-do-parque-zoobotanico-serie-viva-a-fauna-livre,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Bello et al. 2017),0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Winck et al. 2022),1,4
RODENTIA,CAVIIDAE,Hydrochoerus hydrochaeris,"Hydrochaeris hydrochaeris, Sus hydrochaeris",Capybara,"Am, MA, Ce, Ca, Pt, Pp","Venezuela, Bolivarian Republic of, Guyana, Bolivia, Plurinational States of, Brazil, Peru, Argentina, Uruguay, Ecuador, Paraguay, Colombia",Neotropical,Least Concern,2016,"Savanna - Moist, Forest - Subtropical/Tropical Moist Lowland, Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Stable,7,0,0,9.3,0.1,1254,35,65,50,0,0,0,0,0,10,0,0,90,0,ground_level,1,1,Expert knowledge,1,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Winck et al. 2022),1,3
PILOSA,MYRMECOPHAGIDAE,Myrmecophaga tridactyla,NA,Giant Anteater,"Am, MA, Ce, Ca, Pt, Pp","Belize, Colombia, Suriname, Costa Rica, Ecuador, French Guiana, Guatemala, Argentina, Venezuela, Bolivarian Republic of, Brazil, Bolivia, Plurinational States of, Peru, Honduras, Panama, Nicaragua, Uruguay, Guyana, Paraguay, El Salvador",Neotropical,Vulnerable,2014,"Savanna - Dry, Forest - Subtropical/Tropical Moist Lowland, Forest - Subtropical/Tropical Moist Montane, Grassland - Subtropical/Tropical Seasonally Wet/Flooded, Forest - Subtropical/Tropical Dry, Grassland - Subtropical/Tropical Dry, Shrubland - Subtropical/Tropical High Altitude, Shrubland - Subtropical/Tropical Moist, Shrubland - Subtropical/Tropical Dry, Savanna - Moist, Artificial/Terrestrial - Plantations",Decreasing,1,0,0,34,4,1512,30500,30500,30500,100,0,0,0,0,0,0,0,0,0,ground_level,1,1,Expert knowledge,1,(Möcklinghoff et al. 2014),0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,Expert knowledge,0,Expert knowledge,1,1,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Winck et al. 2022),1,4
CARNIVORA,PROCYONIDAE,Nasua nasua,Viverra nasua,South American Coati,"Am, MA, Ce, Ca, Pt, Pp","Paraguay, Uruguay, Guyana, Chile, Suriname, Venezuela, Bolivarian Republic of, Argentina, Bolivia, Plurinational States of, French Guiana, Brazil, Colombia, Peru, Ecuador",Neotropical,Least Concern,2016,"Forest - Subtropical/Tropical Dry, Shrubland - Subtropical/Tropical Dry, Forest - Subtropical/Tropical Moist Lowland",Decreasing,10,0,0,2.3,0.8,599,5100,5100,5100,10,20,0,0,0,70,0,0,0,0,ground_level,1,1,Expert knowledge,1,"https://www.visitefoz.com.br/informacoes-turisticas/quatis/
 https://www.icmbio.gov.br/parnaiguacu/guia-do-visitante.html",0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Bello et al. 2017),0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,3
CARNIVORA,FELIDAE,Panthera onca,Felis onca,Jaguar,"Am, MA, Ce, Ca, Pt, Pp","Suriname, Guyana, Paraguay, Mexico, Honduras, El Salvador, United States, Bolivia, Plurinational States of, Ecuador, Costa Rica, Uruguay, Peru, Nicaragua, Argentina, Venezuela, Bolivarian Republic of, French Guiana, Brazil, Panama, Belize, Guatemala, Colombia",Neotropical,Near Threatened,2017,"Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level, Artificial/Terrestrial - Arable Land, Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest, Shrubland - Subtropical/Tropical Dry, Artificial/Terrestrial - Plantations, Forest - Temperate, Shrubland - Subtropical/Tropical Moist, Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha), Shrubland - Temperate, Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands, Savanna - Moist, Wetlands (inland) - Shrub Dominated Wetlands, Shrubland - Mediterranean-type Shrubby Vegetation, Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha), Wetlands (inland) - Permanent Freshwater Lakes (over 8ha), Savanna - Dry, Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls), Shrubland - Subtropical/Tropical High Altitude, Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks, Artificial/Terrestrial - Pastureland, Grassland - Subtropical/Tropical Dry, Forest - Subtropical/Tropical Moist Montane, Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha), Grassland - Temperate, Forest - Subtropical/Tropical Dry, Forest - Subtropical/Tropical Moist Lowland, Grassland - Subtropical/Tropical Seasonally Wet/Flooded, Grassland - Subtropical/Tropical High Altitude, Forest - Subtropical/Tropical Swamp",Decreasing,0,0,0,56,53,1591,61000,158000,109500,0,90,10,0,0,0,0,0,0,0,ground_level,1,1,Expert knowledge,1,(Tortato et al. 2021),0,0,Expert knowledge,0,0,Expert knowledge,1,1,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,Expert knowledge,0,Expert knowledge,1,1,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Winck et al. 2022),1,5
CARNIVORA,FELIDAE,Puma concolor,Felis concolor,Puma,"Am, MA, Ce, Ca, Pt, Pp","Venezuela, Bolivarian Republic of, Uruguay, Suriname, Peru, Paraguay, Guyana, French Guiana, Ecuador, Colombia, Chile, Brazil, Belize, Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Canada, United States, Argentina, Bolivia, Plurinational States of",Neotropical,Least Concern,2015,"Forest - Subtropical/Tropical Moist Lowland, Forest - Subtropical/Tropical Dry, Desert - Temperate, Forest - Temperate, Grassland - Subtropical/Tropical High Altitude, Grassland - Subtropical/Tropical Seasonally Wet/Flooded, Forest - Subtropical/Tropical Moist Montane, Savanna - Dry, Savanna - Moist, Shrubland - Boreal, Shrubland - Temperate, Shrubland - Subtropical/Tropical Dry, Forest - Boreal, Shrubland - Subtropical/Tropical Moist, Shrubland - Subtropical/Tropical High Altitude, Shrubland - Mediterranean-type Shrubby Vegetation, Grassland - Temperate, Grassland - Subtropical/Tropical Dry",Decreasing,0,0,0,43,130,1678,22000,70000,46000,0,90,7,0,0,0,0,3,0,0,ground_level,1,1,Expert knowledge,1,https://www.cienciaemacao.org/post/turismo-ecologico,0,0,Expert knowledge,0,0,Expert knowledge,1,1,Expert knowledge,1,1,(Bello et al. 2017; Sarasola et al. 2016),0,0,Expert knowledge,1,Expert knowledge,0,Expert knowledge,1,1,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,5
PERISSODACTYLA,TAPIRIDAE,Tapirus terrestris,Hippopotamus terrestris,Lowland Tapir,"Am, MA, Ce, Ca, Pt","French Guiana, Peru, Suriname, Venezuela, Bolivarian Republic of, Brazil, Bolivia, Plurinational States of, Paraguay, Ecuador, Colombia, Guyana, Argentina",Neotropical,Vulnerable,2019,"Forest - Subtropical/Tropical Moist Lowland, Forest - Subtropical/Tropical Dry, Savanna - Moist, Grassland - Subtropical/Tropical Dry, Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls), Savanna - Dry, Wetlands (inland) - Shrub Dominated Wetlands, Forest - Subtropical/Tropical Swamp, Shrubland - Subtropical/Tropical Moist, Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks, Grassland - Subtropical/Tropical Seasonally Wet/Flooded, Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands, Shrubland - Subtropical/Tropical Dry",Decreasing,0,0,0,21,NA,2252,260000,260000,260000,0,0,0,0,0,0,0,0,100,0,ground_level,1,1,(Vidal et al. 2017),1,https://www.cienciaemacao.org/post/turismo-ecologico,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Bello et al. 2017),0,0,Expert knowledge,1,Expert knowledge,0,Expert knowledge,1,1,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Winck et al. 2022),1,5
CETARTIODACTYLA,INIIDAE,Inia geoffrensis,NA,Amazon River Dolphin,"Am, Mar","Colombia, Brazil, Peru, Venezuela, Bolivarian Republic of, Bolivia, Plurinational States of, Ecuador",Neotropical,Endangered,2018,"Wetlands (inland) - Permanent Freshwater Lakes (over 8ha), Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls), Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks, Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)",Decreasing,NA,0,0,NA,NA,2557,100000,100000,100000,10,0,0,90,0,0,0,0,0,0,freshwater,0,1,(Vidal et al. 2017),1,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,Expert knowledge,0,Expert knowledge,1,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,4
CETARTIODACTYLA,DELPHINIDAE,Sotalia fluviatilis,"Steno tucuxi, Delphinus fluviatilis, Delphinus guianensis",Tucuxi,Mar,"Colombia, Ecuador, Brazil, Peru",Neotropical,Endangered,2020,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Decreasing,NA,0,0,NA,NA,1870,70000,70000,70000,10,0,0,90,0,0,0,0,0,0,freshwater,0,1,(Vidal et al. 2017),1,(Vidal et al. 2017),0,0,Expert knowledge,0,0,Expert knowledge,1,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,Expert knowledge,0,Expert knowledge,1,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,4
SIRENIA,TRICHECHIDAE,Trichechus inunguis,NA,NA,Am,"Colombia, Peru, Ecuador, Brazil, Guyana",Neotropical,Vulnerable,2016,"Marine Coastal/Supratidal - Coastal Freshwater Lakes, Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls), Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes, Wetlands (inland) - Permanent Freshwater Lakes (over 8ha), Marine Neritic - Estuaries, Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks, Artificial/Aquatic - Ponds (below 8ha), Wetlands (inland) - Permanent Inland Deltas, Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)",Decreasing,NA,0,0,NA,NA,2776,500000,500000,500000,0,0,0,0,0,0,0,0,100,0,freshwater,1,1,Expert knowledge,1,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Colares and Colares 2002),0,0,Expert knowledge,1,Expert knowledge,0,Expert knowledge,1,1,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,4
PRIMATES,PITHECIIDAE,Cacajao calvus,NA,"Bald-headed Uacari, White Bald-headed Uakari, Novaes' Bald-headed Uacari, Red Bald-headed Uakari",Am,"Brazil, Colombia, Peru, Brazil, Brazil, Brazil",Neotropical,"Vulnerable, Least Concern, Vulnerable, Data Deficient","2021, 2021, 2021, 2021","Forest - Subtropical/Tropical Moist Lowland, Forest - Subtropical/Tropical Swamp, Forest - Subtropical/Tropical Moist Lowland, Forest - Subtropical/Tropical Moist Lowland, Forest - Subtropical/Tropical Moist Lowland","Decreasing, Stable, Decreasing, Decreasing",18,0,0,2.1,NA,555,2900,2900,2900,5,0,0,0,0,30,10,40,15,0,arboreal,1,1,Expert knowledge,1,https://www.mamiraua.org.br/,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,3
PRIMATES,CEBIDAE,Saimiri sciureus,NA,Guianan Squirrel Monkey,Am,"Guyana, Suriname, Brazil, French Guiana",Neotropical,Least Concern,2021,Forest - Subtropical/Tropical Moist Lowland,Decreasing,50,0,0,1,0.7,341,550,1150,850,20,0,0,0,0,40,0,10,10,0,arboreal,1,1,Expert knowledge,1,https://oeco.org.br/noticias/exploracao-de-animais-silvestres-pelo-turismo-e-alvo-do-mpf-no-amazonas/,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,3
PRIMATES,ATELIDAE,Brachyteles hypoxanthus,NA,Northern Muriqui,MA,Brazil,Neotropical,Critically Endangered,2021,"Forest - Subtropical/Tropical Moist Lowland, Forest - Subtropical/Tropical Moist Montane",Decreasing,4,1,0,3.9,NA,604,13000,13000,13000,0,0,0,0,0,20,10,0,70,0,arboreal,0,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,1,0,Expert knowledge,0,0,Expert knowledge,1,0,(Bello et al. 2017),0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,3
CINGULATA,CHLAMYPHORIDAE,Cabassous tatouay,NA,Greater Naked-tailed Armadillo,"MA, Ce, Pt, Pp","Brazil, Paraguay, Uruguay, Argentina",Neotropical,Least Concern,2014,"Forest - Subtropical/Tropical Dry, Forest - Subtropical/Tropical Moist Lowland, Grassland - Subtropical/Tropical Dry, Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest, Artificial/Terrestrial - Arable Land, Artificial/Terrestrial - Pastureland, Artificial/Terrestrial - Plantations, Grassland - Temperate",Unknown,NA,0,0,15,NA,NA,5350,5350,5350,100,0,0,0,0,0,0,0,0,0,semifossorial,1,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Rodrigues et al. 2020),1,1,(Rodrigues et al. 2020),0,Expert knowledge,1,(Rodrigues et al. 2020),1,1,1,1,Expert knowledge,0,0,Expert knowledge,1,1,(Rodrigues et al. 2020),1,6
CINGULATA,CHLAMYPHORIDAE,Cabassous unicinctus,NA,Southern Naked-Tailed Armadillo,"Am, MA, Ce, Ca, Pt","Peru, French Guiana, Bolivia, Plurinational States of, Suriname, Venezuela, Bolivarian Republic of, Ecuador, Guyana, Brazil, Colombia, Paraguay",Neotropical,Least Concern,2014,"Artificial/Terrestrial - Pastureland, Forest - Subtropical/Tropical Moist Lowland, Grassland - Subtropical/Tropical Seasonally Wet/Flooded, Grassland - Subtropical/Tropical Dry, Forest - Subtropical/Tropical Moist Montane, Shrubland - Subtropical/Tropical Moist, Shrubland - Subtropical/Tropical Dry, Artificial/Terrestrial - Plantations",Unknown,1,0,0,13,NA,449,3200,3200,3200,100,0,0,0,0,0,0,0,0,0,semifossorial,1,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Rodrigues et al. 2020),1,1,(Rodrigues et al. 2020),0,Expert knowledge,1,(Rodrigues et al. 2020),1,1,1,1,Expert knowledge,0,0,Expert knowledge,1,1,(Rodrigues et al. 2020),1,6
CINGULATA,DASYPODIDAE,Dasypus hybridus,NA,Southern Long-Nosed Armadillo,"MA, Pp","Brazil, Argentina, Uruguay, Paraguay",Neotropical,Near Threatened,2014,"Savanna - Moist, Artificial/Terrestrial - Pastureland, Forest - Subtropical/Tropical Dry, Artificial/Terrestrial - Plantations, Grassland - Subtropical/Tropical Seasonally Wet/Flooded, Forest - Temperate, Grassland - Temperate, Shrubland - Temperate, Artificial/Terrestrial - Arable Land, Grassland - Subtropical/Tropical Dry, Shrubland - Subtropical/Tropical Dry",Decreasing,NA,0,0,1.3,NA,NA,1500,1500,1500,80,0,5,0,5,5,0,5,0,0,semifossorial,1,1,Expert knowledge,0,Expert knowledge,1,1,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Rodrigues et al. 2020),1,1,(Rodrigues et al. 2020),0,Expert knowledge,1,(Rodrigues et al. 2020),1,1,1,1,Expert knowledge,0,0,Expert knowledge,1,1,(Rodrigues et al. 2020),1,7
CINGULATA,DASYPODIDAE,Dasypus kappleri,NA,Greater Long-nosed Armadillo,Am,"Peru, Venezuela, Bolivarian Republic of, Suriname, Bolivia, Plurinational States of, French Guiana, Guyana, Ecuador, Colombia, Brazil",Neotropical,Least Concern,2014,Forest - Subtropical/Tropical Moist Lowland,Unknown,NA,0,0,20,NA,565,9500,9500,9500,80,0,5,0,5,5,0,5,0,0,semifossorial,1,1,Expert knowledge,0,Expert knowledge,1,1,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Rodrigues et al. 2020),1,1,(Rodrigues et al. 2020),0,Expert knowledge,1,(Rodrigues et al. 2020),1,1,1,1,Expert knowledge,0,0,Expert knowledge,1,1,(Rodrigues et al. 2020),1,7
CINGULATA,DASYPODIDAE,Dasypus novemcinctus,NA,Nine-banded Armadillo,"AM, MA, Ce, Ca, Pt, Pp","Panama, Brazil, Nicaragua, Trinidad and Tobago, Honduras, Peru, Guyana, Grenada, Paraguay, Ecuador, Bolivia, Plurinational States of, El Salvador, United States, Costa Rica, Venezuela, Bolivarian Republic of, French Guiana, Uruguay, Suriname, Argentina, Colombia, Belize, Mexico, Guatemala",Nearctic|Neotropical,Least Concern,2014,"Forest - Subtropical/Tropical Moist Montane, Grassland - Subtropical/Tropical Seasonally Wet/Flooded, Forest - Subtropical/Tropical Moist Lowland, Grassland - Subtropical/Tropical Dry, Forest - Temperate, Shrubland - Temperate, Savanna - Moist, Artificial/Terrestrial - Urban Areas, Forest - Subtropical/Tropical Dry, Savanna - Dry, Grassland - Temperate, Artificial/Terrestrial - Plantations, Artificial/Terrestrial - Pastureland, Artificial/Terrestrial - Rural Gardens, Shrubland - Mediterranean-type Shrubby Vegetation, Shrubland - Subtropical/Tropical Dry, Shrubland - Subtropical/Tropical Moist, Artificial/Terrestrial - Arable Land",Stable,0,0,0,13,0,508,3650,3650,3650,80,0,5,0,5,5,0,5,0,0,semifossorial,1,1,Expert knowledge,0,Expert knowledge,1,1,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Rodrigues et al. 2020),1,1,(Rodrigues et al. 2020),0,Expert knowledge,1,(Rodrigues et al. 2020),1,1,1,1,Expert knowledge,0,0,Expert knowledge,1,1,(Rodrigues et al. 2020),1,7
CINGULATA,DASYPODIDAE,Dasypus septemcinctus,NA,Brazilian Lesser Long-nosed Armadillo,"AM, MA, Ce, Ca, Pt, Pp","Brazil, Argentina, Paraguay, Bolivia, Plurinational States of",Neotropical,Least Concern,2014,"Forest - Subtropical/Tropical Moist Lowland, Savanna - Moist, Grassland - Subtropical/Tropical Dry",Unknown,NA,0,0,1.3,NA,305,1500,1500,1500,80,0,5,0,5,5,0,5,0,0,semifossorial,1,1,Expert knowledge,0,Expert knowledge,1,1,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Rodrigues et al. 2020),1,1,(Rodrigues et al. 2020),0,Expert knowledge,1,(Rodrigues et al. 2020),1,1,1,1,Expert knowledge,0,0,Expert knowledge,1,1,(Rodrigues et al. 2020),1,7
CINGULATA,CHLAMYPHORIDAE,Euphractus sexcinctus,NA,Yellow Armadillo,"Am, MA, Ce, Ca, Pt, Pp","Suriname, Uruguay, Argentina, Paraguay, Bolivia, Plurinational States of, Brazil",Neotropical,Least Concern,2014,"Grassland - Temperate, Shrubland - Subtropical/Tropical Moist, Savanna - Moist, Forest - Temperate, Shrubland - Temperate, Savanna - Dry, Forest - Subtropical/Tropical Moist Lowland, Shrubland - Subtropical/Tropical Dry, Grassland - Subtropical/Tropical Seasonally Wet/Flooded, Forest - Subtropical/Tropical Dry, Grassland - Subtropical/Tropical Dry, Artificial/Terrestrial - Plantations, Artificial/Terrestrial - Arable Land, Artificial/Terrestrial - Pastureland",Stable,1,0,0,2.5,0.7,471,5400,5400,5400,50,0,0,0,0,0,0,0,50,0,semifossorial,1,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Rodrigues et al. 2020),1,1,(Rodrigues et al. 2020),0,Expert knowledge,1,(Rodrigues et al. 2020),1,1,1,1,Expert knowledge,0,0,Expert knowledge,1,1,(Rodrigues et al. 2020),1,6
CINGULATA,CHLAMYPHORIDAE,Priodontes maximus,Priodontes giganteus,Giant Armadillo,"Am, MA, Ce, Pt","Colombia, French Guiana, Peru, Ecuador, Uruguay, Paraguay, Suriname, Guyana, Argentina, Venezuela, Bolivarian Republic of, Bolivia, Plurinational States of, Brazil",Neotropical,Vulnerable,2014,"Savanna - Dry, Forest - Subtropical/Tropical Moist Lowland, Grassland - Subtropical/Tropical Seasonally Wet/Flooded, Forest - Temperate, Savanna - Moist, Forest - Subtropical/Tropical Dry",Decreasing,2,0,0,42,3.2,937,26800,26800,26800,90,5,5,0,0,0,0,0,0,0,semifossorial,1,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Rodrigues et al. 2020),1,1,(Rodrigues et al. 2020),0,Expert knowledge,1,(Rodrigues et al. 2020),1,1,1,1,(Desbiez and Kluyber 2013),0,0,Expert knowledge,0,0,Expert knowledge,1,5
CINGULATA,CHLAMYPHORIDAE,Tolypeutes matacus,NA,Southern Three-banded Armadillo,"Ce, Pt","Argentina, Paraguay, Bolivia, Plurinational States of, Brazil",Neotropical,Near Threatened,2014,"Shrubland - Temperate, Savanna - Dry, Savanna - Moist",Decreasing,7,0,0,1.2,NA,300,1100,1100,1100,80,0,0,0,0,20,0,0,0,0,semifossorial,1,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,Expert knowledge,1,1,(Rodrigues et al. 2020),0,Expert knowledge,1,(Rodrigues et al. 2020),1,1,1,1,Expert knowledge,0,0,Expert knowledge,1,1,(Rodrigues et al. 2020),1,6
CINGULATA,CHLAMYPHORIDAE,Tolypeutes tricinctus,NA,Brazilian Three-banded Armadillo,"Ce, Ca",Brazil,Neotropical,Vulnerable,2014,"Shrubland - Subtropical/Tropical Dry, Savanna - Dry",Decreasing,NA,1,0,1.3,NA,300,1530,1530,1530,80,0,0,0,0,20,0,0,0,0,semifossorial,1,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Rodrigues et al. 2020),1,1,(Rodrigues et al. 2020),0,Expert knowledge,1,(Rodrigues et al. 2020),1,1,1,1,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,5
CARNIVORA,MUSTELIDAE,Lontra longicaudis,Lutra longicaudis,Neotropical Otter,"Am, Ma, Ce, Pt, Pp","Peru, Suriname, Argentina, Belize, Costa Rica, Guyana, Bolivia, Plurinational States of, Mexico, Venezuela, Bolivarian Republic of, Paraguay, French Guiana, El Salvador, Panama, Honduras, Guatemala, Colombia, Brazil, Nicaragua, Uruguay, Ecuador",Neotropical,Near Threatened,2015,"Artificial/Aquatic - Water Storage Areas (over 8ha), Marine Coastal/Supratidal - Coastal Freshwater Lakes, Wetlands (inland) - Permanent Freshwater Lakes (over 8ha), Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks, Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls), Wetlands (inland) - Permanent Saline, Brackish or Alkaline Lakes, Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha), Wetlands (inland) - Seasonal/Intermittent Saline, Brackish or Alkaline Lakes and Flats, Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha), Artificial/Aquatic - Wastewater Treatment Areas, Marine Coastal/supratidal - Coastal Caves/Karst, Wetlands (inland) - Seasonal/Intermittent Saline, Brackish or Alkaline Marshes/Pools, Artificial/Aquatic - Excavations (open), Artificial/Aquatic - Salt Exploitation Sites, Artificial/Aquatic - Irrigated Land (includes irrigation channels), Wetlands (inland) - Shrub Dominated Wetlands, Marine Neritic - Estuaries, Wetlands (inland) - Geothermal Wetlands, Wetlands (inland) - Permanent Inland Deltas, Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha), Artificial/Aquatic - Canals and Drainage Channels, Ditches, Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes, Artificial/Aquatic - Seasonally Flooded Agricultural Land, Artificial/Aquatic - Ponds (below 8ha), Artificial/Aquatic - Aquaculture Ponds, Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools, Marine Intertidal - Salt Marshes (Emergent Grasses)",Decreasing,NA,0,0,17,NA,710,6000,6000,6000,20,0,10,70,0,0,0,0,0,0,semiaquatic,1,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
